alumno_id,horas_estudio_sem,asistencia_pct,participacion_clase,num_tareas_entregadas,promedio_examenes_parciales,acceso_internet,nivel_socioeconomico,horas_trabajo_sem,num_reprobadas_previas,modalidad,tutor_asignado,nota_final,resultado
20889,17.0,82.5,Media,18,65.88,si,,36,7,Presencial,0,68.64,Suficiente
20890,36.0,48.9,Media,16,31.48,si,,9,6,Presencial,1,48.65,Reprobado
20891,9.0,66.7,Alta,14,37.26,0,Medio,28,4,Presencial,0,55.28,Reprobado
20892,9.0,96.2,alta,2,,si,Bajo,33,5,presencial,0,82.14,Bueno
20893,49.0,73.4,Baja,1,53.31,1,bajo,45,1,Presencial,0,95.18,Excelente
20894,49.0,88.2,ALTA,10,52.82,0,Bajo,28,6,Presencial,1,98.03,Excelente
20895,30.0,51.5,1,11,62.71,,Alto,32,6,EN LÍNEA,1,76.81,Bueno
20896,30.0,91.0,1,5,45.0,1,Bajo,18,2,híbrido,1,88.06,Bueno
20897,49.0,69.7,0,1,43.27,NO,Medio,44,1,híbrido,1,67.77,Suficiente
20898,20.0,61.2,1,1,41.27,,,22,3,Presencial,1,51.78,Reprobado
20899,44.0,47.0,media,15,72.12,1,,38,4,EN LÍNEA,0,98.27,Excelente
20900,30.0,54.4,Media,18,30.59,si,Medio,2,5,EN LÍNEA,0,44.14,Reprobado
20901,10.0,34.3,ALTA,4,52.97,,Medio,34,3,híbrido,1,47.47,Reprobado
20902,23.0,56.6,1,19,93.18,,MEDIO,36,2,híbrido,0,81.73,Bueno
20903,0.0,38.2,Media,10,95.63,si,,13,7,presencial,1,56.68,Reprobado
20904,14.0,77.9,2,4,44.64,0,Medio,42,4,EN LÍNEA,0,58.64,Reprobado
20905,11.0,41.2,media,11,33.64,si,Bajo,27,3,presencial,0,43.55,Reprobado
20906,3.0,56.8,ALTA,5,38.59,NO,Medio,37,0,Presencial,1,29.22,Reprobado
20907,19.0,40.1,Baja,16,63.79,NO,Medio,18,5,Presencial,1,59.92,Reprobado
20908,17.0,59.5,media,12,59.71,NO,,15,4,presencial,0,74.48,Suficiente
20909,40.0,37.3,0,5,71.47,NO,Medio,42,6,presencial,1,83.31,Bueno
20910,32.0,48.3,2,4,98.31,si,Alto,30,5,Presencial,1,78.41,Bueno
20911,28.0,37.3,2,16,86.2,si,bajo,4,2,híbrido,0,87.05,Bueno
20912,38.0,64.6,2,13,35.27,1,MEDIO,36,7,Presencial,1,67.03,Suficiente
20913,22.0,53.5,Media,12,38.94,,,19,5,híbrido,1,50.03,Reprobado
20914,44.0,46.9,ALTA,17,43.01,,bajo,42,1,híbrido,1,64.37,Suficiente
20915,5.0,60.8,Alta,14,47.55,,Alto,9,4,Presencial,0,37.96,Reprobado
20916,40.0,51.8,media,12,,Si,Medio,10,4,en línea,0,66.69,Suficiente
20917,3.0,62.7,ALTA,3,88.74,NO,Alto,33,0,EN LÍNEA,0,63.62,Suficiente
20918,24.0,56.7,alta,6,93.11,No,Medio,33,6,en línea,0,77.05,Bueno
20919,7.0,84.0,ALTA,7,68.31,si,MEDIO,13,4,en línea,0,57.6,Reprobado
20920,33.0,89.5,Media,9,92.96,1,Medio,0,5,Presencial,0,100.0,Excelente
20921,8.0,35.2,0,9,92.44,NO,,40,1,presencial,0,75.75,Bueno
20922,,67.5,0,3,51.22,1,Bajo,36,5,híbrido,1,40.47,Reprobado
20923,6.0,34.4,Media,7,61.36,0,Alto,42,4,híbrido,0,40.03,Reprobado
20924,19.0,96.4,1,3,44.92,si,Medio,10,0,presencial,0,53.68,Reprobado
20925,,50.4,Alta,2,99.51,No,Bajo,14,3,híbrido,0,85.71,Bueno
20926,14.0,72.5,Media,10,70.8,NO,MEDIO,22,6,Presencial,0,69.02,Suficiente
20927,8.0,42.9,Baja,7,81.93,1,Alto,45,4,presencial,0,61.27,Suficiente
20928,19.0,47.0,Media,14,96.93,No,bajo,39,0,Presencial,1,80.04,Bueno
20929,16.0,32.7,alta,12,33.8,0,Medio,34,2,en línea,0,35.91,Reprobado
20930,35.0,67.9,Baja,15,56.81,No,MEDIO,14,3,EN LÍNEA,0,77.67,Bueno
20931,25.0,35.7,Alta,12,56.33,1,Medio,26,3,presencial,1,46.36,Reprobado
20932,30.0,53.9,alta,11,62.73,si,bajo,12,7,presencial,1,85.75,Bueno
20933,2.0,61.9,media,9,47.45,Si,Alto,25,6,Presencial,1,34.88,Reprobado
20934,20.0,84.1,alta,8,46.03,1,Bajo,33,2,EN LÍNEA,1,60.15,Suficiente
20935,29.0,69.4,2,10,76.23,,Alto,16,0,en línea,1,70.98,Suficiente
20936,23.0,58.4,1,3,,1,Medio,22,1,EN LÍNEA,0,78.2,Bueno
20937,32.0,80.5,ALTA,14,44.01,1,Alto,21,2,Presencial,1,67.19,Suficiente
20938,47.0,64.1,0,5,66.33,Si,Bajo,8,7,en línea,0,86.57,Bueno
20939,41.0,50.4,2,4,,No,bajo,24,5,híbrido,1,62.91,Suficiente
20940,5.0,73.4,Alta,2,61.73,NO,Medio,1,2,en línea,0,60.78,Suficiente
20941,26.0,72.2,2,0,57.64,1,Alto,19,7,híbrido,1,59.42,Reprobado
20942,37.0,53.7,2,19,62.51,1,bajo,28,4,Presencial,0,81.29,Bueno
20943,38.0,51.7,1,5,35.63,si,Medio,46,6,Presencial,0,64.66,Suficiente
20944,5.0,65.6,Baja,0,62.15,1,bajo,2,7,en línea,1,62.4,Suficiente
20945,45.0,52.3,2,7,85.82,Si,Alto,21,6,EN LÍNEA,1,100.0,Excelente
20946,1.0,54.1,media,5,73.09,,Alto,22,6,presencial,0,68.68,Suficiente
20947,25.0,46.3,Media,0,62.46,0,MEDIO,10,4,Presencial,0,69.25,Suficiente
20948,3.0,48.4,0,17,76.37,Si,MEDIO,19,7,EN LÍNEA,1,51.71,Reprobado
20949,29.0,56.7,Media,19,36.67,0,Alto,29,1,en línea,1,71.01,Suficiente
20950,44.0,73.5,ALTA,13,32.23,,MEDIO,29,5,EN LÍNEA,0,64.0,Suficiente
20951,29.0,54.5,2,6,93.04,0,Alto,47,5,EN LÍNEA,0,85.02,Bueno
20952,,47.5,Alta,19,98.16,No,MEDIO,45,7,EN LÍNEA,1,90.6,Excelente
20953,46.0,99.9,2,4,88.18,1,bajo,12,6,híbrido,0,100.0,Excelente
20954,41.0,70.6,media,12,54.37,Si,Bajo,27,5,híbrido,0,65.64,Suficiente
20955,16.0,78.1,media,17,78.0,NO,bajo,37,0,EN LÍNEA,0,66.98,Suficiente
20956,,96.2,alta,16,,No,Medio,24,0,Presencial,0,67.73,Suficiente
20957,43.0,57.5,2,19,34.63,0,Medio,5,5,Presencial,0,69.68,Suficiente
20958,17.0,34.8,2,0,,Si,MEDIO,25,3,híbrido,1,58.42,Reprobado
20959,22.0,46.2,Baja,10,31.22,No,Alto,35,7,Presencial,0,43.08,Reprobado
20960,,76.8,media,10,44.1,0,MEDIO,8,0,en línea,1,60.02,Suficiente
20961,16.0,85.2,alta,15,32.64,1,Bajo,3,3,EN LÍNEA,0,59.3,Reprobado
20962,17.0,86.0,1,5,69.82,No,bajo,3,3,EN LÍNEA,0,69.96,Suficiente
20963,13.0,72.6,alta,14,78.73,Si,bajo,3,2,presencial,1,74.66,Suficiente
20964,45.0,52.0,Baja,18,77.29,Si,Bajo,29,0,híbrido,1,100.0,Excelente
20965,7.0,86.7,Media,9,52.97,Si,Alto,41,4,en línea,1,54.27,Reprobado
20966,35.0,83.1,Alta,6,36.36,si,Medio,29,1,híbrido,1,69.88,Suficiente
20967,18.0,70.8,ALTA,5,67.32,NO,MEDIO,28,0,Presencial,0,80.54,Bueno
20968,43.0,57.5,0,17,32.37,NO,bajo,40,7,en línea,1,64.46,Suficiente
20969,20.0,97.5,media,1,50.51,Si,Medio,32,6,Presencial,0,64.23,Suficiente
20970,2.0,37.6,1,15,82.96,0,bajo,39,0,híbrido,1,48.14,Reprobado
20971,42.0,95.1,2,16,74.93,,MEDIO,18,3,Presencial,1,99.72,Excelente
20972,40.0,73.2,1,12,,NO,Alto,41,5,Presencial,0,62.51,Suficiente
20973,46.0,69.1,Baja,0,,si,Alto,23,5,híbrido,1,100.0,Excelente
20974,2.0,90.1,ALTA,13,62.64,Si,Bajo,4,0,Presencial,1,53.25,Reprobado
20975,40.0,60.5,Baja,9,73.86,si,MEDIO,47,0,en línea,0,92.33,Excelente
20976,9.0,88.8,Alta,0,,Si,Medio,34,0,EN LÍNEA,1,58.68,Reprobado
20977,2.0,57.7,media,9,68.25,1,,40,6,Presencial,0,53.72,Reprobado
20978,30.0,39.2,1,19,50.3,si,Bajo,28,6,en línea,0,59.32,Reprobado
20979,30.0,59.2,0,4,94.32,No,Bajo,16,6,presencial,1,82.3,Bueno
20980,42.0,98.2,Baja,2,,Si,Bajo,46,5,EN LÍNEA,0,100.0,Excelente
20981,47.0,70.7,Media,0,84.8,Si,MEDIO,32,5,Presencial,0,99.69,Excelente
20982,48.0,80.6,alta,5,41.9,1,bajo,33,3,Presencial,1,79.15,Bueno
20983,20.0,68.7,1,12,94.37,NO,Bajo,5,2,Presencial,1,87.44,Bueno
20984,4.0,52.5,alta,3,39.3,0,,11,1,híbrido,1,31.02,Reprobado
20985,5.0,69.5,0,7,,1,MEDIO,8,7,en línea,1,51.83,Reprobado
20986,13.0,75.0,alta,8,98.66,Si,MEDIO,13,0,híbrido,1,89.71,Bueno
20987,11.0,69.3,Baja,11,75.46,1,Alto,2,6,híbrido,0,64.76,Suficiente
20988,43.0,68.3,1,12,,1,MEDIO,1,0,EN LÍNEA,0,100.0,Excelente
20989,25.0,68.5,alta,2,64.5,si,,18,5,presencial,0,68.49,Suficiente
20990,35.0,60.6,1,14,60.85,No,Alto,7,7,híbrido,1,70.83,Suficiente
20991,5.0,51.9,1,11,,0,,31,0,presencial,1,46.49,Reprobado
20992,17.0,93.1,1,10,,No,Bajo,40,5,EN LÍNEA,1,67.15,Suficiente
20993,29.0,73.3,1,8,73.51,si,MEDIO,27,6,EN LÍNEA,0,59.26,Reprobado
20994,,69.2,alta,15,93.06,si,bajo,13,4,híbrido,1,100.0,Excelente
20995,,70.9,alta,15,,1,Alto,44,6,híbrido,0,68.17,Suficiente
20996,17.0,94.7,Baja,8,84.86,1,,26,6,EN LÍNEA,1,75.32,Bueno
20997,36.0,67.5,Alta,1,61.64,1,MEDIO,25,0,presencial,1,82.67,Bueno
20998,42.0,69.4,0,18,37.33,si,Alto,5,1,presencial,1,44.26,Reprobado
20999,6.0,76.3,0,2,32.8,No,Medio,4,4,Presencial,0,40.33,Reprobado
21000,6.0,94.1,ALTA,14,33.9,si,MEDIO,42,4,híbrido,0,43.7,Reprobado
21001,14.0,55.1,1,4,60.84,1,Bajo,4,0,presencial,0,66.61,Suficiente
21002,3.0,64.8,alta,5,73.28,0,bajo,19,4,Presencial,1,58.91,Reprobado
21003,29.0,77.0,1,7,,,Bajo,28,1,en línea,0,70.35,Suficiente
21004,,52.5,Alta,16,38.84,No,Alto,3,6,presencial,1,58.42,Reprobado
21005,14.0,30.9,Media,8,,,Bajo,35,2,EN LÍNEA,0,52.94,Reprobado
21006,,56.5,1,14,32.66,0,Alto,21,7,presencial,0,66.24,Suficiente
21007,29.0,82.6,ALTA,14,66.76,Si,MEDIO,38,2,en línea,0,76.91,Bueno
21008,4.0,86.6,ALTA,16,50.14,NO,MEDIO,41,5,presencial,0,63.27,Suficiente
21009,22.0,30.6,2,8,98.8,0,bajo,41,0,presencial,1,93.9,Excelente
21010,25.0,77.7,Alta,0,46.51,si,Alto,10,7,híbrido,1,73.48,Suficiente
21011,49.0,30.3,alta,2,44.09,,Alto,26,7,presencial,1,88.8,Bueno
21012,9.0,83.8,Alta,2,35.6,0,Medio,17,3,híbrido,0,49.05,Reprobado
21013,29.0,99.3,Alta,15,69.3,NO,bajo,16,1,en línea,0,79.14,Bueno
21014,43.0,95.4,0,12,,NO,,25,6,en línea,1,100.0,Excelente
21015,4.0,86.7,alta,15,75.01,NO,Bajo,30,2,EN LÍNEA,0,65.7,Suficiente
21016,48.0,57.5,2,13,86.93,0,Medio,42,3,EN LÍNEA,1,92.66,Excelente
21017,,38.2,alta,5,55.59,0,Bajo,10,1,presencial,1,82.7,Bueno
21018,43.0,62.8,0,18,61.57,No,Bajo,32,5,híbrido,1,80.03,Bueno
21019,19.0,72.9,1,17,97.78,,Bajo,31,2,Presencial,1,81.12,Bueno
21020,8.0,91.9,2,6,54.38,No,bajo,35,1,híbrido,0,43.9,Reprobado
21021,,98.9,Alta,4,73.12,No,MEDIO,7,0,híbrido,0,67.77,Suficiente
21022,,73.9,Media,14,65.28,0,Medio,47,5,EN LÍNEA,1,71.96,Suficiente
21023,38.0,80.3,Baja,11,40.41,1,Bajo,14,0,híbrido,0,61.15,Suficiente
21024,37.0,94.8,0,5,90.03,Si,bajo,25,4,Presencial,1,99.0,Excelente
21025,44.0,30.1,Alta,7,,,MEDIO,22,0,en línea,0,72.95,Suficiente
21026,18.0,38.2,Alta,14,33.15,si,,42,4,Presencial,1,50.58,Reprobado
21027,33.0,90.6,Alta,13,48.99,0,MEDIO,26,0,EN LÍNEA,1,82.66,Bueno
21028,23.0,57.6,0,11,73.64,Si,MEDIO,10,4,en línea,1,85.14,Bueno
21029,39.0,65.3,Baja,1,91.57,si,Alto,5,4,híbrido,0,91.53,Excelente
21030,20.0,68.9,0,14,47.83,No,bajo,1,1,híbrido,0,66.54,Suficiente
21031,28.0,95.6,Baja,14,77.91,0,bajo,18,5,híbrido,0,91.15,Excelente
21032,,85.9,2,5,98.64,si,bajo,17,7,Presencial,0,86.21,Bueno
21033,,50.4,Baja,4,56.3,No,,4,2,en línea,0,72.06,Suficiente
21034,2.0,38.8,Media,3,84.19,No,Medio,24,3,híbrido,0,56.28,Reprobado
21035,15.0,33.2,Baja,16,51.72,0,Alto,46,1,híbrido,1,65.56,Suficiente
21036,,40.0,0,14,58.04,Si,Bajo,16,4,en línea,0,76.66,Bueno
21037,37.0,32.9,media,9,80.73,,Medio,5,5,en línea,1,81.05,Bueno
21038,34.0,61.6,Media,18,,1,bajo,18,4,Presencial,0,99.65,Excelente
21039,19.0,34.6,Alta,15,40.9,No,Bajo,42,4,híbrido,0,55.17,Reprobado
21040,16.0,32.3,Baja,1,50.46,Si,,4,7,presencial,0,36.07,Reprobado
21041,27.0,78.7,1,7,,No,bajo,39,4,EN LÍNEA,0,95.51,Excelente
21042,48.0,84.8,2,0,87.92,,MEDIO,39,5,presencial,1,100.0,Excelente
21043,14.0,78.4,ALTA,12,43.52,0,Alto,15,1,en línea,1,53.8,Reprobado
21044,14.0,91.1,media,15,61.2,Si,Medio,27,0,en línea,1,71.36,Suficiente
21045,45.0,96.8,2,4,54.06,0,Bajo,39,3,en línea,0,76.99,Bueno
21046,38.0,93.0,1,2,60.04,0,bajo,35,1,en línea,1,85.21,Bueno
21047,,42.9,ALTA,1,69.57,si,Bajo,37,6,en línea,1,75.07,Bueno
21048,16.0,73.9,0,9,38.62,si,MEDIO,1,0,híbrido,1,35.66,Reprobado
21049,48.0,84.7,Alta,0,59.8,1,bajo,2,5,Presencial,0,96.99,Excelente
21050,1.0,46.1,1,6,79.45,,MEDIO,42,4,EN LÍNEA,1,64.99,Suficiente
20031,1.0,53.1,alta,19,76.16,NO,Bajo,36,5,en línea,1,33.06,Reprobado
20079,0.0,76.7,ALTA,18,65.59,Si,MEDIO,44,1,híbrido,0,46.01,Reprobado
20704,2.0,81.8,Media,8,53.25,No,Medio,3,7,EN LÍNEA,0,52.31,Reprobado
20711,31.0,38.0,0,0,37.32,NO,,5,4,en línea,1,58.34,Reprobado
20888,22.0,57.6,2,14,53.62,1,Bajo,3,2,en línea,0,71.28,Suficiente
20465,0.0,78.6,ALTA,0,60.94,Si,bajo,13,5,EN LÍNEA,1,55.68,Reprobado
20064,14.0,62.7,Baja,13,91.58,0,Medio,34,7,en línea,0,77.71,Bueno
20790,14.0,45.2,Baja,7,39.03,1,MEDIO,16,1,EN LÍNEA,0,44.22,Reprobado
20560,0.0,60.7,0,1,50.68,No,Medio,23,0,en línea,1,41.39,Reprobado
20236,15.0,90.4,media,17,62.57,Si,,27,6,Presencial,0,69.03,Suficiente
20526,13.0,61.5,media,16,42.97,NO,bajo,20,3,EN LÍNEA,1,44.57,Reprobado
20244,21.0,46.6,1,9,30.37,si,Alto,24,1,híbrido,0,53.59,Reprobado
20430,11.0,96.1,ALTA,6,76.92,Si,Medio,7,6,Presencial,1,68.32,Suficiente
20718,9.0,76.0,alta,5,30.48,NO,Alto,1,0,EN LÍNEA,0,58.75,Reprobado
20254,29.0,37.2,1,0,64.19,0,Medio,0,2,presencial,0,76.17,Bueno
20436,24.0,46.3,alta,16,70.06,Si,bajo,45,5,híbrido,0,77.49,Bueno
20904,14.0,77.9,2,4,44.64,0,Medio,42,4,EN LÍNEA,0,58.64,Reprobado
20750,9.0,85.3,Alta,2,85.77,Si,Alto,46,6,Presencial,0,77.78,Bueno
20242,11.0,80.9,media,11,93.74,0,MEDIO,17,0,presencial,0,76.05,Bueno
20571,15.0,61.8,2,5,86.15,si,bajo,19,7,híbrido,0,80.93,Bueno
